Optimal Found Or Timeout,Instances,UNSATISFIABLE,,Models       ,Calls        ,Time         ,CPU Time     ,,Choices      ,Conflicts    ,Restarts     ,Model-Level  ,Problems     ,Lemmas       ,  Binary     ,  Ternary    ,  Conflict   ,  Loop       ,  Other      ,Backjumps    ,  Executed   ,  Bounded    ,,Rules        ,  Choice     ,Atoms        ,Bodies       ,Equivalences ,Tight        ,Variables    ,Constraints  ,,DifferenceLogic,  Time init(s),  Mutexes    ,  [Thread 0],    Propagation(s),    Dijkstra(s),    Undo(s)  ,    True edges,    False edges,    False edges (inverse),    False edges (partial),    False edges (partial+),    Edges added,    Edges skipped,    Edges propagated,    Cost consistency,    Cost forward,    Cost backward,Completion Time for Window 1 ,Completion Time for Window 2 ,Completion Time for Window 3 ,Completion Time for Window 4 ,Completion Time for Window 5 ,Completion Time for Window 6 ,Completion Time for Window 7 ,Completion Time for Window 8 ,Number of Interrupted Calls ,Number of UnInterrupted Calls 
Solving...,TA61, , ,[' 1293'],[' 655'],"[' 295.927s (Solving', ' 293.14s 1st Model', ' 1.38s Unsat', ' 61.85s)']",[' 294.859s'], ,[' 23669176'],"[' 16232219 (Analyzed', ' 16198982)']","[' 33584    (Average', ' 482.34 Last', ' 104711)']",[' 1882.9  '],"[' 655      (Average Length', ' 399.94 Splits', ' 0)']","[' 16198982 (Deleted', ' 15955057)']","[' 28       (Ratio', '   0.00%)']","[' 1620     (Ratio', '   0.01%)']","[' 16198982 (Average Length', '   11.8 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 16198982 (Average', '  1.38 Max', ' 2660 Sum', ' 22330544)']","[' 16198824 (Average', '  1.38 Max', ' 2660 Sum', ' 22282934 Ratio', '  99.79%)']","[' 158      (Average', ' 301.33 Max', ' 588 Sum', '  47610 Ratio', '   0.21%)']", ,[' 83158   '],[' 2976    '],[' 76705   '],[' 26227   '],"[' 67213    (Atom=Atom', ' 19693 Body=Body', ' 11943 Other', ' 35577)']",[' Yes'],"[' 4359     (Eliminated', '    0 Frozen', ' 4359)']","[' 234      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.556281'],[' 0'], ,[' 179.925'],[' 0'],[' 3.81282'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 6.35935e+07'],[' 2.61339e+07'],[' 0'],[' 1.11209e+10'],[' 0'],[' 0'],[' 655 '],[' 1198 '],[' 1710 '],[' 2365 '],[' 3043 '],[' 3434 '],[' 3912 '],[' 4347 '],[' 3 '],[' 5 ']
Solving...,TA62, , ,[' 1409'],[' 713'],"[' 223.894s (Solving', ' 220.67s 1st Model', ' 1.65s Unsat', ' 62.54s)']",[' 223.172s'], ,[' 15371791'],"[' 9554471  (Analyzed', ' 9506932)']","[' 20116    (Average', ' 472.61 Last', ' 75724)']",[' 1927.7  '],"[' 713      (Average Length', ' 432.51 Splits', ' 0)']","[' 9506932  (Deleted', ' 9362670)']","[' 23       (Ratio', '   0.00%)']","[' 1638     (Ratio', '   0.02%)']","[' 9506932  (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 9506932  (Average', '  1.48 Max', ' 2693 Sum', ' 14072585)']","[' 9506768  (Average', '  1.47 Max', ' 2693 Sum', ' 14009509 Ratio', '  99.55%)']","[' 164      (Average', ' 384.61 Max', ' 650 Sum', '  63076 Ratio', '   0.45%)']", ,[' 83504   '],[' 3004    '],[' 77068   '],[' 26451   '],"[' 67837    (Atom=Atom', ' 19858 Body=Body', ' 12025 Other', ' 35954)']",[' Yes'],"[' 4441     (Eliminated', '    0 Frozen', ' 4441)']","[' 193      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.649455'],[' 0'], ,[' 145.326'],[' 0'],[' 2.75352'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.91534e+07'],[' 1.70442e+07'],[' 0'],[' 8.66534e+09'],[' 0'],[' 0'],[' 647 '],[' 1069 '],[' 1844 '],[' 2190 '],[' 2732 '],[' 3232 '],[' 3806 '],[' 4213 '],[' 2 '],[' 6 ']
Solving...,TA63, ,[' 1'],[' 1355+'],[' 686'],"[' 454.677s (Solving', ' 451.69s 1st Model', ' 1.40s Unsat', ' 0.38s)']",[' 453.000s'], ,[' 33464563'],"[' 20427524 (Analyzed', ' 20393611)']","[' 41031    (Average', ' 497.03 Last', ' 71776)']",[' 1860.2  '],"[' 686      (Average Length', ' 414.74 Splits', ' 0)']","[' 20393611 (Deleted', ' 20072443)']","[' 8        (Ratio', '   0.00%)']","[' 2369     (Ratio', '   0.01%)']","[' 20393611 (Average Length', '   12.2 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20393611 (Average', '  1.57 Max', ' 2557 Sum', ' 31965566)']","[' 20393376 (Average', '  1.56 Max', ' 2557 Sum', ' 31885631 Ratio', '  99.75%)']","[' 235      (Average', ' 340.15 Max', ' 614 Sum', '  79935 Ratio', '   0.25%)']", ,[' 83677   '],[' 3057    '],[' 77258   '],[' 26610   '],"[' 68545    (Atom=Atom', ' 20048 Body=Body', ' 12186 Other', ' 36311)']",[' Yes'],"[' 4455     (Eliminated', '    0 Frozen', ' 4455)']","[' 328      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.609141'],[' 0'], ,[' 307.035'],[' 0'],[' 7.4847'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.97415e+07'],[' 4.31936e+07'],[' 0'],[' 1.83656e+10'],[' 0'],[' 0'],[' 766 '],[' 1196 '],[' 1648 '],[' 2266 '],[' 2718 '],[' 3154 '],[' 3699 '],[' 4127 '],[' 6 '],[' 2 ']
Solving...,TA64, ,[' 1'],[' 1057+'],[' 537'],"[' 335.694s (Solving', ' 333.32s 1st Model', ' 1.29s Unsat', ' 29.48s)']",[' 334.844s'], ,[' 23181406'],"[' 15062075 (Analyzed', ' 15037511)']","[' 30895    (Average', ' 486.73 Last', ' 43776)']",[' 1768.3  '],"[' 537      (Average Length', ' 351.40 Splits', ' 0)']","[' 15037511 (Deleted', ' 14809660)']","[' 5        (Ratio', '   0.00%)']","[' 2305     (Ratio', '   0.02%)']","[' 15037511 (Average Length', '   12.5 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 15037511 (Average', '  1.46 Max', ' 2570 Sum', ' 22012260)']","[' 15037299 (Average', '  1.46 Max', ' 2570 Sum', ' 21952435 Ratio', '  99.73%)']","[' 212      (Average', ' 282.19 Max', ' 502 Sum', '  59825 Ratio', '   0.27%)']", ,[' 83215   '],[' 2999    '],[' 76636   '],[' 26244   '],"[' 67203    (Atom=Atom', ' 19667 Body=Body', ' 12012 Other', ' 35524)']",[' Yes'],"[' 4268     (Eliminated', '    0 Frozen', ' 4268)']","[' 307      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.459836'],[' 0'], ,[' 236.522'],[' 0'],[' 5.96819'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.9514e+07'],[' 2.49077e+07'],[' 0'],[' 1.50703e+10'],[' 0'],[' 0'],[' 863 '],[' 1379 '],[' 1941 '],[' 2371 '],[' 3105 '],[' 3565 '],[' 4054 '],[' 4531 '],[' 4 '],[' 4 ']
Solving...,TA65, ,[' 1'],[' 1359+'],[' 688'],"[' 409.181s (Solving', ' 406.23s 1st Model', ' 1.39s Unsat', ' 102.77s)']",[' 407.047s'], ,[' 30580127'],"[' 20511043 (Analyzed', ' 20485396)']","[' 42476    (Average', ' 482.28 Last', ' 145576)']",[' 1901.1  '],"[' 688      (Average Length', ' 431.57 Splits', ' 0)']","[' 20485396 (Deleted', ' 20190869)']","[' 13       (Ratio', '   0.00%)']","[' 2324     (Ratio', '   0.01%)']","[' 20485396 (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20485396 (Average', '  1.42 Max', ' 2618 Sum', ' 29055002)']","[' 20485192 (Average', '  1.42 Max', ' 2618 Sum', ' 28992826 Ratio', '  99.79%)']","[' 204      (Average', ' 304.78 Max', ' 616 Sum', '  62176 Ratio', '   0.21%)']", ,[' 83909   '],[' 3057    '],[' 77390   '],[' 26707   '],"[' 68574    (Atom=Atom', ' 20050 Body=Body', ' 12186 Other', ' 36338)']",[' Yes'],"[' 4469     (Eliminated', '    0 Frozen', ' 4469)']","[' 314      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.598827'],[' 0'], ,[' 265.912'],[' 0'],[' 4.99013'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 7.89395e+07'],[' 3.22046e+07'],[' 0'],[' 1.69641e+10'],[' 0'],[' 0'],[' 657 '],[' 1292 '],[' 1752 '],[' 2196 '],[' 2699 '],[' 3136 '],[' 3726 '],[' 4225 '],[' 4 '],[' 4 ']
Solving...,TA66, , ,[' 1293'],[' 655'],"[' 406.976s (Solving', ' 404.27s 1st Model', ' 1.40s Unsat', ' 25.76s)']",[' 405.859s'], ,[' 33678950'],"[' 20496731 (Analyzed', ' 20472755)']","[' 40988    (Average', ' 499.48 Last', ' 93005)']",[' 1703.2  '],"[' 655      (Average Length', ' 397.85 Splits', ' 0)']","[' 20472755 (Deleted', ' 20230413)']","[' 38       (Ratio', '   0.00%)']","[' 3206     (Ratio', '   0.02%)']","[' 20472755 (Average Length', '   13.0 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 20472755 (Average', '  1.58 Max', ' 2398 Sum', ' 32339945)']","[' 20472404 (Average', '  1.57 Max', ' 2398 Sum', ' 32209922 Ratio', '  99.60%)']","[' 351      (Average', ' 370.44 Max', ' 615 Sum', ' 130023 Ratio', '   0.40%)']", ,[' 83718   '],[' 3061    '],[' 77233   '],[' 26622   '],"[' 68455    (Atom=Atom', ' 20022 Body=Body', ' 12196 Other', ' 36237)']",[' Yes'],"[' 4436     (Eliminated', '    0 Frozen', ' 4436)']","[' 474      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.530734'],[' 0'], ,[' 271.717'],[' 0'],[' 5.84668'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 8.7422e+07'],[' 3.92553e+07'],[' 0'],[' 1.77866e+10'],[' 0'],[' 0'],[' 615 '],[' 1258 '],[' 1828 '],[' 2381 '],[' 2807 '],[' 3365 '],[' 3979 '],[' 4394 '],[' 5 '],[' 3 ']
Solving...,TA67, , ,[' 1209'],[' 613'],"[' 302.915s (Solving', ' 300.29s 1st Model', ' 1.35s Unsat', ' 69.45s)']",[' 302.172s'], ,[' 20355659'],"[' 13220386 (Analyzed', ' 13183792)']","[' 27704    (Average', ' 475.88 Last', ' 3342)']",[' 1732.6  '],"[' 613      (Average Length', ' 383.81 Splits', ' 0)']","[' 13183792 (Deleted', ' 12977164)']","[' 27       (Ratio', '   0.00%)']","[' 2036     (Ratio', '   0.02%)']","[' 13183792 (Average Length', '   11.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13183792 (Average', '  1.46 Max', ' 2649 Sum', ' 19207004)']","[' 13183610 (Average', '  1.45 Max', ' 2649 Sum', ' 19154374 Ratio', '  99.73%)']","[' 182      (Average', ' 289.18 Max', ' 598 Sum', '  52630 Ratio', '   0.27%)']", ,[' 83342   '],[' 3012    '],[' 76836   '],[' 26365   '],"[' 67655    (Atom=Atom', ' 19795 Body=Body', ' 12051 Other', ' 35809)']",[' Yes'],"[' 4345     (Eliminated', '    0 Frozen', ' 4345)']","[' 229      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.523134'],[' 0'], ,[' 208.372'],[' 0'],[' 4.88619'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.49155e+07'],[' 2.39336e+07'],[' 0'],[' 1.28239e+10'],[' 0'],[' 0'],[' 873 '],[' 1395 '],[' 1788 '],[' 2406 '],[' 2873 '],[' 3505 '],[' 4078 '],[' 4608 '],[' 3 '],[' 5 ']
Solving...,TA68, , ,[' 1317'],[' 667'],"[' 249.188s (Solving', ' 246.52s 1st Model', ' 1.33s Unsat', ' 88.92s)']",[' 248.453s'], ,[' 14282492'],"[' 8655483  (Analyzed', ' 8528107)']","[' 17960    (Average', ' 474.84 Last', ' 65101)']",[' 1843.3  '],"[' 667      (Average Length', ' 404.67 Splits', ' 0)']","[' 8528107  (Deleted', ' 8388240)']","[' 43       (Ratio', '   0.00%)']","[' 1500     (Ratio', '   0.02%)']","[' 8528107  (Average Length', '   12.4 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 8528107  (Average', '  1.53 Max', ' 2688 Sum', ' 13061270)']","[' 8527892  (Average', '  1.52 Max', ' 2688 Sum', ' 12982540 Ratio', '  99.40%)']","[' 215      (Average', ' 366.19 Max', ' 618 Sum', '  78730 Ratio', '   0.60%)']", ,[' 82983   '],[' 2981    '],[' 76642   '],[' 26188   '],"[' 67337    (Atom=Atom', ' 19725 Body=Body', ' 11958 Other', ' 35654)']",[' Yes'],"[' 4374     (Eliminated', '    0 Frozen', ' 4374)']","[' 129      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.549121'],[' 0'], ,[' 180.895'],[' 0'],[' 4.53814'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 3.56732e+07'],[' 1.56553e+07'],[' 0'],[' 1.18549e+10'],[' 0'],[' 0'],[' 531 '],[' 1060 '],[' 1469 '],[' 1887 '],[' 2375 '],[' 2840 '],[' 3558 '],[' 3965 '],[' 2 '],[' 6 ']
Solving...,TA69, , ,[' 1313'],[' 665'],"[' 299.206s (Solving', ' 296.22s 1st Model', ' 1.55s Unsat', ' 64.47s)']",[' 296.484s'], ,[' 20866717'],"[' 12979110 (Analyzed', ' 12947138)']","[' 26772    (Average', ' 483.61 Last', ' 88818)']",[' 1902.6  '],"[' 665      (Average Length', ' 402.16 Splits', ' 0)']","[' 12947138 (Deleted', ' 12775014)']","[' 35       (Ratio', '   0.00%)']","[' 2217     (Ratio', '   0.02%)']","[' 12947138 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 12947138 (Average', '  1.51 Max', ' 2654 Sum', ' 19511340)']","[' 12946977 (Average', '  1.50 Max', ' 2654 Sum', ' 19462292 Ratio', '  99.75%)']","[' 161      (Average', ' 304.65 Max', ' 616 Sum', '  49048 Ratio', '   0.25%)']", ,[' 83871   '],[' 3058    '],[' 77357   '],[' 26702   '],"[' 68598    (Atom=Atom', ' 20031 Body=Body', ' 12189 Other', ' 36378)']",[' Yes'],"[' 4444     (Eliminated', '    0 Frozen', ' 4444)']","[' 227      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.60399'],[' 0'], ,[' 202.953'],[' 0'],[' 4.09473'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.25291e+07'],[' 2.16098e+07'],[' 0'],[' 1.2163e+10'],[' 0'],[' 0'],[' 697 '],[' 1364 '],[' 1726 '],[' 2307 '],[' 2777 '],[' 3237 '],[' 3850 '],[' 4261 '],[' 3 '],[' 5 ']
Solving...,TA70, ,[' 1'],[' 1069+'],[' 543'],"[' 398.797s (Solving', ' 396.35s 1st Model', ' 1.13s Unsat', ' 19.57s)']",[' 396.141s'], ,[' 20298401'],"[' 13278454 (Analyzed', ' 13187402)']","[' 28579    (Average', ' 461.44 Last', ' 80700)']",[' 1770.0  '],"[' 543      (Average Length', ' 351.55 Splits', ' 0)']","[' 13187402 (Deleted', ' 12985213)']","[' 11       (Ratio', '   0.00%)']","[' 2222     (Ratio', '   0.02%)']","[' 13187402 (Average Length', '   12.9 Ratio', ' 100.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 0        (Average Length', '    0.0 Ratio', '   0.00%) ']","[' 13187402 (Average', '  1.45 Max', ' 2666 Sum', ' 19125128)']","[' 13187216 (Average', '  1.44 Max', ' 2666 Sum', ' 19045282 Ratio', '  99.58%)']","[' 186      (Average', ' 429.28 Max', ' 559 Sum', '  79846 Ratio', '   0.42%)']", ,[' 84201   '],[' 3124    '],[' 77501   '],[' 26900   '],"[' 69087    (Atom=Atom', ' 20170 Body=Body', ' 12385 Other', ' 36532)']",[' Yes'],"[' 4395     (Eliminated', '    0 Frozen', ' 4395)']","[' 298      (Binary', ' 100.0% Ternary', '   0.0% Other', '   0.0%)']", , ,[' 0.473241'],[' 0'], ,[' 296.143'],[' 0'],[' 6.98209'],[' 0'],[' 0'],[' 0'],[' 0'],[' 0'],[' 5.08297e+07'],[' 2.04537e+07'],[' 0'],[' 1.78172e+10'],[' 0'],[' 0'],[' 581 '],[' 1053 '],[' 1639 '],[' 2268 '],[' 2842 '],[' 3329 '],[' 4189 '],[' 4656 '],[' 5 '],[' 3 ']
